;Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating;;;;;
;;;;;;;;;;;;;;;;;;;Female;6;29,22;8,766
;;;;;;;;;;;;;;;;;;;Sports and travel;6;29,22;8,766
;;;;;;;;;;;;;;;;;;;271-88-8734;10;97,21;48,605
;;;;;;;;;;;;;;;;;;;C;10;97,21;48,605
;;;;;;;;;;;;;;;;;;;Naypyitaw;10;97,21;48,605
;;;;;;;;;;;;;;;;;;;Member;10;97,21;48,605
;;;;;;;;;;;;;;;;;;;Female;10;97,21;48,605
;;;;;;;;;;;;;;;;;;;Fashion accessories;10;97,21;48,605
;;;;;;;;;;;;;;;;;;;272-27-9238;4;41,24;8,248
;;;;;;;;;;;;;;;;;;;C;4;41,24;8,248
;;;;;;;;;;;;;;;;;;;Naypyitaw;4;41,24;8,248
;;;;;;;;;;;;;;;;;;;Normal;4;41,24;8,248
;;;;;;;;;;;;;;;;;;;Female;4;41,24;8,248
;;;;;;;;;;;;;;;;;;;Food and beverages;4;41,24;8,248
;;;;;;;;;;;;;;;;;;;272-65-1806;9;60,88;27,396
;;;;;;;;;;;;;;;;;;;A;9;60,88;27,396
;;;;;;;;;;;;;;;;;;;Yangon;9;60,88;27,396
;;;;;;;;;;;;;;;;;;;Normal;9;60,88;27,396
;;;;;;;;;;;;;;;;;;;Female;9;60,88;27,396
;;;;;;;;;;;;;;;;;;;Electronic accessories;9;60,88;27,396
;;;;;;;;;;;;;;;;;;;273-16-6619;2;33,2;3,32
;;;;;;;;;;;;;;;;;;;B;2;33,2;3,32
;;;;;;;;;;;;;;;;;;;Mandalay;2;33,2;3,32
;;;;;;;;;;;;;;;;;;;Normal;2;33,2;3,32
;;;;;;;;;;;;;;;;;;;Male;2;33,2;3,32
;;;;;;;;;;;;;;;;;;;Home and lifestyle;2;33,2;3,32
;;;;;;;;;;;;;;;;;;;273-84-2164;5;12,05;3,0125
;;;;;;;;;;;;;;;;;;;C;5;12,05;3,0125
;;;;;;;;;;;;;;;;;;;Naypyitaw;5;12,05;3,0125
;;;;;;;;;;;;;;;;;;;Member;5;12,05;3,0125
;;;;;;;;;;;;;;;;;;;Male;5;12,05;3,0125
;;;;;;;;;;;;;;;;;;;Electronic accessories;5;12,05;3,0125
;;;;;;;;;;;;;;;;;;;274-05-5470;4;73,47;14,694
;;;;;;;;;;;;;;;;;;;A;4;73,47;14,694
;;;;;;;;;;;;;;;;;;;Yangon;4;73,47;14,694
;;;;;;;;;;;;;;;;;;;Member;4;73,47;14,694
;;;;;;;;;;;;;;;;;;;Female;4;73,47;14,694
;;;;;;;;;;;;;;;;;;;Food and beverages;4;73,47;14,694
;;;;;;;;;;;;;;;;;;;275-28-0149;1;63,69;3,1845
;;;;;;;;;;;;;;;;;;;A;1;63,69;3,1845
;;;;;;;;;;;;;;;;;;;Yangon;1;63,69;3,1845
;;;;;;;;;;;;;;;;;;;Normal;1;63,69;3,1845
;;;;;;;;;;;;;;;;;;;Male;1;63,69;3,1845
;;;;;;;;;;;;;;;;;;;Sports and travel;1;63,69;3,1845
;;;;;;;;;;;;;;;;;;;276-54-0879;4;97,74;19,548
;;;;;;;;;;;;;;;;;;;B;4;97,74;19,548
;;;;;;;;;;;;;;;;;;;Mandalay;4;97,74;19,548
;;;;;;;;;;;;;;;;;;;Normal;4;97,74;19,548
;;;;;;;;;;;;;;;;;;;Male;4;97,74;19,548
;;;;;;;;;;;;;;;;;;;Sports and travel;4;97,74;19,548
;;;;;;;;;;;;;;;;;;;276-75-6884;3;68,71;10,3065
;;;;;;;;;;;;;;;;;;;A;3;68,71;10,3065
;;;;;;;;;;;;;;;;;;;Yangon;3;68,71;10,3065
;;;;;;;;;;;;;;;;;;;Normal;3;68,71;10,3065
;;;;;;;;;;;;;;;;;;;Female;3;68,71;10,3065
;;;;;;;;;;;;;;;;;;;Health and beauty;3;68,71;10,3065
;;;;;;;;;;;;;;;;;;;277-35-5865;9;98,97;44,5365
;;;;;;;;;;;;;;;;;;;C;9;98,97;44,5365
;;;;;;;;;;;;;;;;;;;Naypyitaw;9;98,97;44,5365
;;;;;;;;;;;;;;;;;;;Member;9;98,97;44,5365
;;;;;;;;;;;;;;;;;;;Female;9;98,97;44,5365
;;;;;;;;;;;;;;;;;;;Food and beverages;9;98,97;44,5365
;;;;;;;;;;;;;;;;;;;277-63-2961;1;73,97;3,6985
;;;;;;;;;;;;;;;;;;;B;1;73,97;3,6985
;;;;;;;;;;;;;;;;;;;Mandalay;1;73,97;3,6985
;;;;;;;;;;;;;;;;;;;Member;1;73,97;3,6985
;;;;;;;;;;;;;;;;;;;Male;1;73,97;3,6985
;;;;;;;;;;;;;;;;;;;Sports and travel;1;73,97;3,6985
;;;;;;;;;;;;;;;;;;;278-86-2735;3;52,34;7,851
;;;;;;;;;;;;;;;;;;;A;3;52,34;7,851
;;;;;;;;;;;;;;;;;;;Yangon;3;52,34;7,851
;;;;;;;;;;;;;;;;;;;Normal;3;52,34;7,851
;;;;;;;;;;;;;;;;;;;Female;3;52,34;7,851
;;;;;;;;;;;;;;;;;;;Food and beverages;3;52,34;7,851
;;;;;;;;;;;;;;;;;;;278-97-7759;1;62,48;3,124
;;;;;;;;;;;;;;;;;;;A;1;62,48;3,124
;;;;;;;;;;;;;;;;;;;Yangon;1;62,48;3,124
;;;;;;;;;;;;;;;;;;;Member;1;62,48;3,124
;;;;;;;;;;;;;;;;;;;Female;1;62,48;3,124
;;;;;;;;;;;;;;;;;;;Electronic accessories;1;62,48;3,124
;;;;;;;;;;;;;;;;;;;279-62-1445;1;12,54;0,627
;;;;;;;;;;;;;;;;;;;C;1;12,54;0,627
;;;;;;;;;;;;;;;;;;;Naypyitaw;1;12,54;0,627
;;;;;;;;;;;;;;;;;;;Member;1;12,54;0,627
;;;;;;;;;;;;;;;;;;;Female;1;12,54;0,627
;;;;;;;;;;;;;;;;;;;Fashion accessories;1;12,54;0,627
;;;;;;;;;;;;;;;;;;;279-74-2924;1;72,17;3,6085
;;;;;;;;;;;;;;;;;;;B;1;72,17;3,6085
;;;;;;;;;;;;;;;;;;;Mandalay;1;72,17;3,6085
;;;;;;;;;;;;;;;;;;;Member;1;72,17;3,6085
;;;;;;;;;;;;;;;;;;;Male;1;72,17;3,6085
;;;;;;;;;;;;;;;;;;;Electronic accessories;1;72,17;3,6085
;;;;;;;;;;;;;;;;;;;280-17-4359;10;90,5;45,25
;;;;;;;;;;;;;;;;;;;C;10;90,5;45,25
;;;;;;;;;;;;;;;;;;;Naypyitaw;10;90,5;45,25
;;;;;;;;;;;;;;;;;;;Member;10;90,5;45,25
;;;;;;;;;;;;;;;;;;;Male;10;90,5;45,25
;;;;;;;;;;;;;;;;;;;Health and beauty;10;90,5;45,25
;;;;;;;;;;;;;;;;;;;280-35-5823;1;86,72;4,336
;;;;;;;;;;;;;;;;;;;B;1;86,72;4,336
;;;;;;;;;;;;;;;;;;;Mandalay;1;86,72;4,336
;;;;;;;;;;;;;;;;;;;Member;1;86,72;4,336
;;;;;;;;;;;;;;;;;;;Female;1;86,72;4,336
;;;;;;;;;;;;;;;;;;;Home and lifestyle;1;86,72;4,336
;;;;;;;;;;;;;;;;;;;282-35-2475;2;93,31;9,331
;;;;;;;;;;;;;;;;;;;B;2;93,31;9,331
;;;;;;;;;;;;;;;;;;;Mandalay;2;93,31;9,331
;;;;;;;;;;;;;;;;;;;Normal;2;93,31;9,331
;;;;;;;;;;;;;;;;;;;Female;2;93,31;9,331
;;;;;;;;;;;;;;;;;;;Sports and travel;2;93,31;9,331
;;;;;;;;;;;;;;;;;;;283-26-5248;10;98,52;49,26
;;;;;;;;;;;;;;;;;;;C;10;98,52;49,26
;;;;;;;;;;;;;;;;;;;Naypyitaw;10;98,52;49,26
;;;;;;;;;;;;;;;;;;;Member;10;98,52;49,26
;;;;;;;;;;;;;;;;;;;Female;10;98,52;49,26
;;;;;;;;;;;;;;;;;;;Food and beverages;10;98,52;49,26
;;;;;;;;;;;;;;;;;;;283-79-9594;7;48,51;16,9785
;;;;;;;;;;;;;;;;;;;B;7;48,51;16,9785
;;;;;;;;;;;;;;;;;;;Mandalay;7;48,51;16,9785
;;;;;;;;;;;;;;;;;;;Normal;7;48,51;16,9785
;;;;;;;;;;;;;;;;;;;Female;7;48,51;16,9785
;;;;;;;;;;;;;;;;;;;Food and beverages;7;48,51;16,9785
;;;;;;;;;;;;;;;;;;;284-34-9626;3;77,04;11,556
;;;;;;;;;;;;;;;;;;;B;3;77,04;11,556
;;;;;;;;;;;;;;;;;;;Mandalay;3;77,04;11,556
;;;;;;;;;;;;;;;;;;;Normal;3;77,04;11,556
;;;;;;;;;;;;;;;;;;;Female;3;77,04;11,556
;;;;;;;;;;;;;;;;;;;Home and lifestyle;3;77,04;11,556
;;;;;;;;;;;;;;;;;;;284-54-4231;1;80,93;4,0465
;;;;;;;;;;;;;;;;;;;C;1;80,93;4,0465
;;;;;;;;;;;;;;;;;;;Naypyitaw;1;80,93;4,0465
;;;;;;;;;;;;;;;;;;;Member;1;80,93;4,0465
;;;;;;;;;;;;;;;;;;;Male;1;80,93;4,0465
;;;;;;;;;;;;;;;;;;;Sports and travel;1;80,93;4,0465
;;;;;;;;;;;;;;;;;;;285-68-5083;3;24,74;3,711
;;;;;;;;;;;;;;;;;;;C;3;24,74;3,711
;;;;;;;;;;;;;;;;;;;Naypyitaw;3;24,74;3,711
;;;;;;;;;;;;;;;;;;;Member;3;24,74;3,711
;;;;;;;;;;;;;;;;;;;Female;3;24,74;3,711
;;;;;;;;;;;;;;;;;;;Sports and travel;3;24,74;3,711
;;;;;;;;;;;;;;;;;;;286-01-5402;7;40,23;14,0805
;;;;;;;;;;;;;;;;;;;A;7;40,23;14,0805
;;;;;;;;;;;;;;;;;;;Yangon;7;40,23;14,0805
;;;;;;;;;;;;;;;;;;;Normal;7;40,23;14,0805
;;;;;;;;;;;;;;;;;;;Female;7;40,23;14,0805
;;;;;;;;;;;;;;;;;;;Sports and travel;7;40,23;14,0805
;;;;;;;;;;;;;;;;;;;286-43-6208;9;87,8;39,51
;;;;;;;;;;;;;;;;;;;C;9;87,8;39,51
;;;;;;;;;;;;;;;;;;;Naypyitaw;9;87,8;39,51
;;;;;;;;;;;;;;;;;;;Normal;9;87,8;39,51
;;;;;;;;;;;;;;;;;;;Female;9;87,8;39,51
;;;;;;;;;;;;;;;;;;;Food and beverages;9;87,8;39,51
;;;;;;;;;;;;;;;;;;;286-62-6248;4;39,21;7,842
;;;;;;;;;;;;;;;;;;;B;4;39,21;7,842
;;;;;;;;;;;;;;;;;;;Mandalay;4;39,21;7,842
;;;;;;;;;;;;;;;;;;;Normal;4;39,21;7,842
;;;;;;;;;;;;;;;;;;;Male;4;39,21;7,842
;;;;;;;;;;;;;;;;;;;Fashion accessories;4;39,21;7,842
;;;;;;;;;;;;;;;;;;;286-75-7818;2;69,08;6,908
;;;;;;;;;;;;;;;;;;;B;2;69,08;6,908
;;;;;;;;;;;;;;;;;;;Mandalay;2;69,08;6,908
;;;;;;;;;;;;;;;;;;;Normal;2;69,08;6,908
;;;;;;;;;;;;;;;;;;;Male;2;69,08;6,908
;;;;;;;;;;;;;;;;;;;Fashion accessories;2;69,08;6,908
;;;;;;;;;;;;;;;;;;;287-21-9091;9;74,67;33,6015
;;;;;;;;;;;;;;;;;;;A;9;74,67;33,6015
;;;;;;;;;;;;;;;;;;;Yangon;9;74,67;33,6015
;;;;;;;;;;;;;;;;;;;Normal;9;74,67;33,6015
;;;;;;;;;;;;;;;;;;;Male;9;74,67;33,6015
;;;;;;;;;;;;;;;;;;;Home and lifestyle;9;74,67;33,6015
;;;;;;;;;;;;;;;;;;;287-83-1405;6;25,43;7,629
;;;;;;;;;;;;;;;;;;;A;6;25,43;7,629
;;;;;;;;;;;;;;;;;;;Yangon;6;25,43;7,629
;;;;;;;;;;;;;;;;;;;Normal;6;25,43;7,629
;;;;;;;;;;;;;;;;;;;Male;6;25,43;7,629
;;;;;;;;;;;;;;;;;;;Health and beauty;6;25,43;7,629
;;;;;;;;;;;;;;;;;;;288-38-3758;3;84,87;12,7305
;;;;;;;;;;;;;;;;;;;C;3;84,87;12,7305
;;;;;;;;;;;;;;;;;;;Naypyitaw;3;84,87;12,7305
;;;;;;;;;;;;;;;;;;;Member;3;84,87;12,7305
;;;;;;;;;;;;;;;;;;;Female;3;84,87;12,7305
;;;;;;;;;;;;;;;;;;;Fashion accessories;3;84,87;12,7305
;;;;;;;;;;;;;;;;;;;288-62-1085;5;38,54;9,635
;;;;;;;;;;;;;;;;;;;A;5;38,54;9,635
;;;;;;;;;;;;;;;;;;;Yangon;5;38,54;9,635
;;;;;;;;;;;;;;;;;;;Member;5;38,54;9,635
;;;;;;;;;;;;;;;;;;;Male;5;38,54;9,635
;;;;;;;;;;;;;;;;;;;Fashion accessories;5;38,54;9,635
;;;;;;;;;;;;;;;;;;;289-15-7034;4;82,33;16,466
;;;;;;;;;;;;;;;;;;;A;4;82,33;16,466
;;;;;;;;;;;;;;;;;;;Yangon;4;82,33;16,466
;;;;;;;;;;;;;;;;;;;Member;4;82,33;16,466
;;;;;;;;;;;;;;;;;;;Male;4;82,33;16,466
;;;;;;;;;;;;;;;;;;;Sports and travel;4;82,33;16,466
;;;;;;;;;;;;;;;;;;;289-65-5721;2;81,37;8,137
;;;;;;;;;;;;;;;;;;;B;2;81,37;8,137
;;;;;;;;;;;;;;;;;;;Mandalay;2;81,37;8,137
;;;;;;;;;;;;;;;;;;;Normal;2;81,37;8,137
;;;;;;;;;;;;;;;;;;;Female;2;81,37;8,137
;;;;;;;;;;;;;;;;;;;Fashion accessories;2;81,37;8,137
;;;;;;;;;;;;;;;;;;;290-68-2984;4;23,75;4,75
;;;;;;;;;;;;;;;;;;;A;4;23,75;4,75
;;;;;;;;;;;;;;;;;;;Yangon;4;23,75;4,75
;;;;;;;;;;;;;;;;;;;Normal;4;23,75;4,75
;;;;;;;;;;;;;;;;;;;Male;4;23,75;4,75
;;;;;;;;;;;;;;;;;;;Home and lifestyle;4;23,75;4,75
;;;;;;;;;;;;;;;;;;;291-21-5991;5;61,29;15,3225
;;;;;;;;;;;;;;;;;;;B;5;61,29;15,3225
;;;;;;;;;;;;;;;;;;;Mandalay;5;61,29;15,3225
;;;;;;;;;;;;;;;;;;;Member;5;61,29;15,3225
;;;;;;;;;;;;;;;;;;;Male;5;61,29;15,3225
;;;;;;;;;;;;;;;;;;;Health and beauty;5;61,29;15,3225
;;;;;;;;;;;;;;;;;;;291-32-1427;5;21,94;5,485
;;;;;;;;;;;;;;;;;;;B;5;21,94;5,485
;;;;;;;;;;;;;;;;;;;Mandalay;5;21,94;5,485
;;;;;;;;;;;;;;;;;;;Member;5;21,94;5,485
;;;;;;;;;;;;;;;;;;;Male;5;21,94;5,485
;;;;;;;;;;;;;;;;;;;Fashion accessories;5;21,94;5,485
;;;;;;;;;;;;;;;;;;;291-55-6563;6;34,42;10,326
;;;;;;;;;;;;;;;;;;;A;6;34,42;10,326
;;;;;;;;;;;;;;;;;;;Yangon;6;34,42;10,326
;;;;;;;;;;;;;;;;;;;Member;6;34,42;10,326
;;;;;;;;;;;;;;;;;;;Female;6;34,42;10,326
;;;;;;;;;;;;;;;;;;;Home and lifestyle;6;34,42;10,326
;;;;;;;;;;;;;;;;;;;291-59-1384;1;60,3;3,015
;;;;;;;;;;;;;;;;;;;B;1;60,3;3,015
;;;;;;;;;;;;;;;;;;;Mandalay;1;60,3;3,015
;;;;;;;;;;;;;;;;;;;Normal;1;60,3;3,015
;;;;;;;;;;;;;;;;;;;Male;1;60,3;3,015
;;;;;;;;;;;;;;;;;;;Electronic accessories;1;60,3;3,015
;;;;;;;;;;;;;;;;;;;296-11-7041;1;27,07;1,3535
;;;;;;;;;;;;;;;;;;;B;1;27,07;1,3535
;;;;;;;;;;;;;;;;;;;Mandalay;1;27,07;1,3535
;;;;;;;;;;;;;;;;;;;Member;1;27,07;1,3535
;;;;;;;;;;;;;;;;;;;Female;1;27,07;1,3535
;;;;;;;;;;;;;;;;;;;Health and beauty;1;27,07;1,3535
;;;;;;;;;;;;;;;;;;;299-29-0180;7;52,18;18,263
;;;;;;;;;;;;;;;;;;;B;7;52,18;18,263
;;;;;;;;;;;;;;;;;;;Mandalay;7;52,18;18,263
;;;;;;;;;;;;;;;;;;;Member;7;52,18;18,263
;;;;;;;;;;;;;;;;;;;Female;7;52,18;18,263
;;;;;;;;;;;;;;;;;;;Home and lifestyle;7;52,18;18,263
;;;;;;;;;;;;;;;;;;;299-46-1805;6;93,72;28,116
;;;;;;;;;;;;;;;;;;;B;6;93,72;28,116
;;;;;;;;;;;;;;;;;;;Mandalay;6;93,72;28,116
;;;;;;;;;;;;;;;;;;;Member;6;93,72;28,116
;;;;;;;;;;;;;;;;;;;Female;6;93,72;28,116
;;;;;;;;;;;;;;;;;;;Sports and travel;6;93,72;28,116
;;;;;;;;;;;;;;;;;;;300-71-4605;5;86,04;21,51
;;;;;;;;;;;;;;;;;;;C;5;86,04;21,51
;;;;;;;;;;;;;;;;;;;Naypyitaw;5;86,04;21,51
;;;;;;;;;;;;;;;;;;;Member;5;86,04;21,51
;;;;;;;;;;;;;;;;;;;Male;5;86,04;21,51
;;;;;;;;;;;;;;;;;;;Electronic accessories;5;86,04;21,51
;;;;;;;;;;;;;;;;;;;301-11-9629;7;19,1;6,685
;;;;;;;;;;;;;;;;;;;A;7;19,1;6,685
;;;;;;;;;;;;;;;;;;;Yangon;7;19,1;6,685
;;;;;;;;;;;;;;;;;;;Normal;7;19,1;6,685
;;;;;;;;;;;;;;;;;;;Female;7;19,1;6,685
;;;;;;;;;;;;;;;;;;;Sports and travel;7;19,1;6,685
;;;;;;;;;;;;;;;;;;;301-81-8610;8;25,42;10,168
;;;;;;;;;;;;;;;;;;;B;8;25,42;10,168
;;;;;;;;;;;;;;;;;;;Mandalay;8;25,42;10,168
;;;;;;;;;;;;;;;;;;;Member;8;25,42;10,168
;;;;;;;;;;;;;;;;;;;Male;8;25,42;10,168
;;;;;;;;;;;;;;;;;;;Fashion accessories;8;25,42;10,168
;;;;;;;;;;;;;;;;;;;302-15-2162;6;46,53;13,959
;;;;;;;;;;;;;;;;;;;C;6;46,53;13,959
;;;;;;;;;;;;;;;;;;;Naypyitaw;6;46,53;13,959
;;;;;;;;;;;;;;;;;;;Member;6;46,53;13,959
;;;;;;;;;;;;;;;;;;;Male;6;46,53;13,959
;;;;;;;;;;;;;;;;;;;Health and beauty;6;46,53;13,959
;;;;;;;;;;;;;;;;;;;303-96-2227;10;97,38;48,69
;;;;;;;;;;;;;;;;;;;B;10;97,38;48,69
;;;;;;;;;;;;;;;;;;;Mandalay;10;97,38;48,69
;;;;;;;;;;;;;;;;;;;Normal;10;97,38;48,69
;;;;;;;;;;;;;;;;;;;Female;10;97,38;48,69
;;;;;;;;;;;;;;;;;;;Home and lifestyle;10;97,38;48,69
;;;;;;;;;;;;;;;;;;;305-03-2383;3;67,1;10,065
;;;;;;;;;;;;;;;;;;;A;3;67,1;10,065
;;;;;;;;;;;;;;;;;;;Yangon;3;67,1;10,065
;;;;;;;;;;;;;;;;;;;Normal;3;67,1;10,065
;;;;;;;;;;;;;;;;;;;Female;3;67,1;10,065
;;;;;;;;;;;;;;;;;;;Food and beverages;3;67,1;10,065
;;;;;;;;;;;;;;;;;;;305-14-0245;8;94,49;37,796
;;;;;;;;;;;;;;;;;;;B;8;94,49;37,796
;;;;;;;;;;;;;;;;;;;Mandalay;8;94,49;37,796
;;;;;;;;;;;;;;;;;;;Member;8;94,49;37,796
;;;;;;;;;;;;;;;;;;;Female;8;94,49;37,796
;;;;;;;;;;;;;;;;;;;Home and lifestyle;8;94,49;37,796
;;;;;;;;;;;;;;;;;;;305-18-3552;10;60,38;30,19
;;;;;;;;;;;;;;;;;;;B;10;60,38;30,19
;;;;;;;;;;;;;;;;;;;Mandalay;10;60,38;30,19
;;;;;;;;;;;;;;;;;;;Member;10;60,38;30,19
;;;;;;;;;;;;;;;;;;;Male;10;60,38;30,19
;;;;;;;;;;;;;;;;;;;Home and lifestyle;10;60,38;30,19
;;;;;;;;;;;;;;;;;;;305-89-2768;3;21,9;3,285
;;;;;;;;;;;;;;;;;;;B;3;21,9;3,285
;;;;;;;;;;;;;;;;;;;Mandalay;3;21,9;3,285
;;;;;;;;;;;;;;;;;;;Member;3;21,9;3,285
;;;;;;;;;;;;;;;;;;;Female;3;21,9;3,285
;;;;;;;;;;;;;;;;;;;Home and lifestyle;3;21,9;3,285
;;;;;;;;;;;;;;;;;;;307-04-2070;1;30,62;1,531
;;;;;;;;;;;;;;;;;;;A;1;30,62;1,531
;;;;;;;;;;;;;;;;;;;Yangon;1;30,62;1,531
;;;;;;;;;;;;;;;;;;;Member;1;30,62;1,531
;;;;;;;;;;;;;;;;;;;Female;1;30,62;1,531
;;;;;;;;;;;;;;;;;;;Fashion accessories;1;30,62;1,531
;;;;;;;;;;;;;;;;;;;307-83-9164;4;60,01;12,002
;;;;;;;;;;;;;;;;;;;A;4;60,01;12,002
;;;;;;;;;;;;;;;;;;;Yangon;4;60,01;12,002
;;;;;;;;;;;;;;;;;;;Member;4;60,01;12,002
;;;;;;;;;;;;;;;;;;;Male;4;60,01;12,002
;;;;;;;;;;;;;;;;;;;Home and lifestyle;4;60,01;12,002
;;;;;;;;;;;;;;;;;;;307-85-2293;5;50,28;12,57
;;;;;;;;;;;;;;;;;;;B;5;50,28;12,57
;;;;;;;;;;;;;;;;;;;Mandalay;5;50,28;12,57
;;;;;;;;;;;;;;;;;;;Normal;5;50,28;12,57
;;;;;;;;;;;;;;;;;;;Male;5;50,28;12,57
;;;;;;;;;;;;;;;;;;;Home and lifestyle;5;50,28;12,57
;;;;;;;;;;;;;;;;;;;308-39-1707;1;12,09;0,6045
;;;;;;;;;;;;;;;;;;;A;1;12,09;0,6045
;;;;;;;;;;;;;;;;;;;Yangon;1;12,09;0,6045
;;;;;;;;;;;;;;;;;;;Normal;1;12,09;0,6045
;;;;;;;;;;;;;;;;;;;Female;1;12,09;0,6045
;;;;;;;;;;;;;;;;;;;Fashion accessories;1;12,09;0,6045
;;;;;;;;;;;;;;;;;;;308-47-4913;10;52,26;26,13
;;;;;;;;;;;;;;;;;;;A;10;52,26;26,13
;;;;;;;;;;;;;;;;;;;Yangon;10;52,26;26,13
;;;;;;;;;;;;;;;;;;;Member;10;52,26;26,13
;;;;;;;;;;;;;;;;;;;Female;10;52,26;26,13
;;;;;;;;;;;;;;;;;;;Sports and travel;10;52,26;26,13
;;;;;;;;;;;;;;;;;;;308-81-0538;4;73,05;14,61
;;;;;;;;;;;;;;;;;;;A;4;73,05;14,61
;;;;;;;;;;;;;;;;;;;Yangon;4;73,05;14,61
;;;;;;;;;;;;;;;;;;;Normal;4;73,05;14,61
;;;;;;;;;;;;;;;;;;;Female;4;73,05;14,61
;;;;;;;;;;;;;;;;;;;Fashion accessories;4;73,05;14,61
;;;;;;;;;;;;;;;;;;;311-13-6971;10;31,99;15,995
;;;;;;;;;;;;;;;;;;;B;10;31,99;15,995
;;;;;;;;;;;;;;;;;;;Mandalay;10;31,99;15,995
;;;;;;;;;;;;;;;;;;;Member;10;31,99;15,995
;;;;;;;;;;;;;;;;;;;Male;10;31,99;15,995
;;;;;;;;;;;;;;;;;;;Sports and travel;10;31,99;15,995
;;;;;;;;;;;;;;;;;;;313-66-9943;3;29,15;4,3725
;;;;;;;;;;;;;;;;;;;B;3;29,15;4,3725
;;;;;;;;;;;;;;;;;;;Mandalay;3;29,15;4,3725
;;;;;;;;;;;;;;;;;;;Member;3;29,15;4,3725
;;;;;;;;;;;;;;;;;;;Female;3;29,15;4,3725
;;;;;;;;;;;;;;;;;;;Food and beverages;3;29,15;4,3725
;;;;;;;;;;;;;;;;;;;314-23-4520;7;81,23;28,4305
;;;;;;;;;;;;;;;;;;;C;7;81,23;28,4305
;;;;;;;;;;;;;;;;;;;Naypyitaw;7;81,23;28,4305
;;;;;;;;;;;;;;;;;;;Member;7;81,23;28,4305
;;;;;;;;;;;;;;;;;;;Male;7;81,23;28,4305
;;;;;;;;;;;;;;;;;;;Health and beauty;7;81,23;28,4305
;;;;;;;;;;;;;;;;;;;315-22-5665;10;73,56;36,78
;;;;;;;;;;;;;;;;;;;C;10;73,56;36,78
;;;;;;;;;;;;;;;;;;;Naypyitaw;10;73,56;36,78
;;;;;;;;;;;;;;;;;;;Normal;10;73,56;36,78
;;;;;;;;;;;;;;;;;;;Female;10;73,56;36,78
;;;;;;;;;;;;;;;;;;;Home and lifestyle;10;73,56;36,78
;;;;;;;;;;;;;;;;;;;316-01-3952;5;54,27;13,5675
;;;;;;;;;;;;;;;;;;;A;5;54,27;13,5675
;;;;;;;;;;;;;;;;;;;Yangon;5;54,27;13,5675
;;;;;;;;;;;;;;;;;;;Normal;5;54,27;13,5675
;;;;;;;;;;;;;;;;;;;Female;5;54,27;13,5675
;;;;;;;;;;;;;;;;;;;Food and beverages;5;54,27;13,5675
;;;;;;;;;;;;;;;;;;;316-55-4634;5;80,05;20,0125
;;;;;;;;;;;;;;;;;;;B;5;80,05;20,0125
;;;;;;;;;;;;;;;;;;;Mandalay;5;80,05;20,0125
;;;;;;;;;;;;;;;;;;;Member;5;80,05;20,0125
;;;;;;;;;;;;;;;;;;;Male;5;80,05;20,0125
;;;;;;;;;;;;;;;;;;;Food and beverages;5;80,05;20,0125
;;;;;;;;;;;;;;;;;;;316-66-3011;9;47,63;21,4335
;;;;;;;;;;;;;;;;;;;A;9;47,63;21,4335
;;;;;;;;;;;;;;;;;;;Yangon;9;47,63;21,4335
;;;;;;;;;;;;;;;;;;;Member;9;47,63;21,4335
;;;;;;;;;;;;;;;;;;;Female;9;47,63;21,4335
;;;;;;;;;;;;;;;;;;;Food and beverages;9;47,63;21,4335
;;;;;;;;;;;;;;;;;;;316-68-6352;2;36,36;3,636
;;;;;;;;;;;;;;;;;;;A;2;36,36;3,636
;;;;;;;;;;;;;;;;;;;Yangon;2;36,36;3,636
;;;;;;;;;;;;;;;;;;;Member;2;36,36;3,636
;;;;;;;;;;;;;;;;;;;Female;2;36,36;3,636
;;;;;;;;;;;;;;;;;;;Food and beverages;2;36,36;3,636
;;;;;;;;;;;;;;;;;;;318-12-0304;1;30,61;1,5305
;;;;;;;;;;;;;;;;;;;A;1;30,61;1,5305
;;;;;;;;;;;;;;;;;;;Yangon;1;30,61;1,5305
;;;;;;;;;;;;;;;;;;;Normal;1;30,61;1,5305
;;;;;;;;;;;;;;;;;;;Male;1;30,61;1,5305
;;;;;;;;;;;;;;;;;;;Fashion accessories;1;30,61;1,5305
;;;;;;;;;;;;;;;;;;;318-68-5053;6;76,99;23,097
;;;;;;;;;;;;;;;;;;;B;6;76,99;23,097
;;;;;;;;;;;;;;;;;;;Mandalay;6;76,99;23,097
;;;;;;;;;;;;;;;;;;;Normal;6;76,99;23,097
;;;;;;;;;;;;;;;;;;;Female;6;76,99;23,097
;;;;;;;;;;;;;;;;;;;Health and beauty;6;76,99;23,097
;;;;;;;;;;;;;;;;;;;318-81-2368;1;46,2;2,31
;;;;;;;;;;;;;;;;;;;C;1;46,2;2,31
;;;;;;;;;;;;;;;;;;;Naypyitaw;1;46,2;2,31
;;;;;;;;;;;;;;;;;;;Normal;1;46,2;2,31
;;;;;;;;;;;;;;;;;;;Female;1;46,2;2,31
;;;;;;;;;;;;;;;;;;;Electronic accessories;1;46,2;2,31
;;;;;;;;;;;;;;;;;;;319-50-3348;2;40,3;4,03
;;;;;;;;;;;;;;;;;;;B;2;40,3;4,03
;;;;;;;;;;;;;;;;;;;Mandalay;2;40,3;4,03
